Comment,Domain,Sarcasm
Loved the hospital's 'patient-first' policy that made waiting feel second.,healthcare,Yes
Discharge instructions were clear and written at an accessible level.,healthcare,No
Great — the seed kit grew exactly zero plants.,ecommerce,Yes
Billing matched exactly what was quoted beforehand.,healthcare,No
The telehealth prescription was dispatched within the hour.,healthcare,No
Fantastic — the collapsible straws collapsed mid-sip.,ecommerce,Yes
The script avoided every cliché the genre usually demands.,movies,No
Brilliant — the room wasn't ready six hours after check-in time.,hotels,Yes
Fantastic — the film ended mid-scene and called it art.,movies,Yes
The third act paid off every thread from the first two.,movies,No
Fantastic — the chef's recommendation was what they needed to use up.,restaurants,Yes
Loved the origin story we were given for a character we didn't care about.,movies,Yes
Loved the sushi restaurant that ran out of fish.,restaurants,Yes
Reception processed my referral while I waited — no delay.,healthcare,No
The hotel's recommended walking route was scenic and accurate.,hotels,No
Fantastic — the noise from the hallway made sleep impossible.,hotels,Yes
Brilliant — the 'no-reservation needed' place turned away every walk-in.,restaurants,Yes
Weight listed matched actual weight — important for shipping.,ecommerce,No
Brilliant — the in-room dining took three hours and arrived cold.,hotels,Yes
The spa was relaxing and the staff were professional.,hotels,No
Loved the 'holistic' advice to drink water and go home.,healthcare,Yes
Loved the after-surgery call that came before my operation.,healthcare,Yes
Fantastic — the villain had the scariest motivation: nothing.,movies,Yes
Brilliant — the TV remote had dead batteries.,hotels,Yes
Great — the bread arrived with the dessert.,restaurants,Yes
The hotel transferred my booking without any extra charge.,hotels,No
My connecting rooms were ready simultaneously on arrival.,hotels,No
"The scent is subtle and pleasant, as described.",ecommerce,No
I appreciate that they didn't add paywalls to core features.,apps,No
Love how the app drains my battery in 10 minutes.,apps,Yes
The app respected my language preference immediately.,apps,No
Concierge booked a restaurant and it was an excellent recommendation.,hotels,No
Brilliant — the GP's advice was to 'wait and see' for a year.,healthcare,Yes
Superb — my saved drafts vanished after the update.,apps,Yes
Brilliant that the voice command never understands me.,apps,Yes
The online triage correctly prioritised my urgent query.,healthcare,No
Loved the action sequences — the editing made them unwatchable.,movies,Yes
Fantastic amenities — the pool was closed the entire stay.,hotels,Yes
I've been using this for six months with zero crashes.,apps,No
Great story — recycled from five better movies.,movies,Yes
All my records were accessible and up-to-date in the portal.,healthcare,No
Super — the eye clinic gave me reading glasses for distance vision.,healthcare,Yes
Fantastic — the heater alternated between 30°C and off.,hotels,Yes
Super helpful that error messages just say 'Something went wrong.',apps,Yes
Brilliant — the app shows me content from five years ago.,apps,Yes
Great — the CGI villain had less menace than a loading screen.,movies,Yes
The wound dressing instructions were clear and easy to follow.,healthcare,No
Great — the 'friendly staff' were friendly to everyone except me.,restaurants,Yes
Fantastic — the 'scenic route' from reception to room took 20 minutes.,hotels,Yes
Fantastic — the chef's recommendation was what they needed to use up.,restaurants,Yes
Super — the mystery's clues led to a solution that wasn't possible.,movies,Yes
The restaurant's playlist was well-chosen and at the right volume.,restaurants,No
Library corner in the lobby was quiet and well-stocked.,hotels,No
Super — the travel adapter fried my laptop.,ecommerce,Yes
Brilliant service — housekeeping skipped my room for three days.,hotels,Yes
My health questionnaire was reviewed before I sat down.,healthcare,No
Restoring purchases was instant after reinstalling.,apps,No
The rooftop restaurant had outstanding service and food.,hotels,No
Brilliant — the spa had a 4-hour wait for a 30-minute treatment.,hotels,Yes
The staff's food knowledge matched a Michelin-starred restaurant.,restaurants,No
The telehealth follow-up was as thorough as an in-person visit.,healthcare,No
Great hotel — the 'ocean view' room faced a car park.,hotels,Yes
The waiter offered a smaller portion of the rich dessert — considerate.,restaurants,No
The progress tracker motivates me to keep using the app.,apps,No
Wonderful — the heated floors were heated to room temperature.,hotels,Yes
The surgical team introduced themselves before the operation.,healthcare,No
Account deletion is straightforward and completes immediately.,apps,No
Love how the speed dial feature dials the wrong contact.,apps,Yes
The item worked immediately without software updates.,ecommerce,No
Super — the shoe stretcher shrank my shoes.,ecommerce,Yes
Fantastic that the app requires iOS 17 but crashes on it.,apps,Yes
Great — the skin biopsy results came back with no explanation whatsoever.,healthcare,Yes
The roof terrace had the best view of the city.,hotels,No
The dessert was the highlight of the meal — beautifully presented.,restaurants,No
Wonderful — the follow-up call came a year after my procedure.,healthcare,Yes
Brilliant that the app icon badge count is always wrong.,apps,Yes
The colour-blind mode makes the app fully accessible.,apps,No
Super — the birthday cake arrived three hours after we'd left.,restaurants,Yes
Fantastic dialogue — every line was a cliché.,movies,Yes
Signing in with biometrics works reliably every time.,apps,No
Fantastic — the 'premium' gaming chair arrived in eight unlabelled pieces.,ecommerce,Yes
The final act delivered everything the earlier acts promised.,movies,No
A first feature that showed real command of the craft.,movies,No
The in-app browser opens links cleanly without redirects.,apps,No
The app loads quickly and syncs across devices seamlessly.,apps,No
Great — the 'unlimited' brunch had a 40-minute wait per refill.,restaurants,Yes
Just love losing all my progress because of a crash.,apps,Yes
Housekeeping was thorough and left the room immaculate.,hotels,No
Great — the 'friendly staff' were friendly to everyone except me.,restaurants,Yes
"The hand-held camera work was purposeful, not just fashionable.",movies,No
Wonderful — the weighted blanket was the weight of a feather.,ecommerce,Yes
Wonderful — the instant pot instant-burned everything.,ecommerce,Yes
The kids' club kept my children happily engaged all day.,hotels,No
Wonderful — the anti-bacterial spray grew bacteria.,ecommerce,Yes
Brilliant — the spa had a 4-hour wait for a 30-minute treatment.,hotels,Yes
Brilliant — the 'rustic charm' was just an unclean dining room.,restaurants,Yes
Super — the 'high-speed' USB hub ran at USB 1.0 speeds.,ecommerce,Yes
Fantastic — the room had a 'smart TV' running Windows XP.,hotels,Yes
Live chat support is available and responsive.,apps,No
Super — the 'high-speed' USB hub ran at USB 1.0 speeds.,ecommerce,Yes
Great — the bread arrived with the dessert.,restaurants,Yes
The restaurant's loyalty scheme offered real value.,restaurants,No
Fantastic — the achievements page crashes every time I open it.,apps,Yes
The gym equipment was modern and all working.,hotels,No
The restaurant accommodated a last-minute dietary change gracefully.,restaurants,No
Brilliant — the war film's moral was war is bad — revelatory.,movies,Yes
Fantastic — the 'authentic Thai' spice level was mild ketchup.,restaurants,Yes
Loved the opening that had nothing to do with the rest of the film.,movies,Yes
Wonderful that in-app purchases vanish after a reinstall.,apps,Yes
The action film prioritised stakes over spectacle — a rare achievement.,movies,No
Regular updates show the developers are actively improving the app.,apps,No
Super — the portable projector projected a postage stamp image.,ecommerce,Yes
The locking mechanism is child-safe yet easy for adults.,ecommerce,No
Wonderful — the clinic website lists opening hours that are just wrong.,healthcare,Yes
The staff handled a large party efficiently and cheerfully.,restaurants,No
Fantastic — the waiting room had a single 2014 magazine.,healthcare,Yes
Great — the film's funniest moment was the end credits.,movies,Yes
Wonderful stay — the AC broke on the hottest night of the year.,hotels,Yes
Super — the doctor dismissed every symptom I described.,healthcare,Yes
Super film — the CGI looked like a school project.,movies,Yes
The recent redesign improved usability without confusion.,apps,No
Brilliant — the online booking confirmed a time the clinic was closed.,healthcare,Yes
Superb delivery — arrived three weeks after the estimate.,ecommerce,Yes
The smoking cessation support group was helpful and accessible.,healthcare,No
The discharge plan included community support contacts.,healthcare,No
Fantastic — the 'genuine leather' is obviously plastic.,ecommerce,Yes
Loved the 'extensive' wine list with 3 options.,restaurants,Yes
Super — every plot problem was solved by coincidence.,movies,Yes
Superb — the app resets my theme on every launch.,apps,Yes
The seller's thank-you note was a nice personal touch.,ecommerce,No
Super — the discharge summary was written in incomprehensible jargon.,healthcare,Yes
The pool bar service was attentive without being intrusive.,hotels,No
Super — the outdoor jacuzzi was indoor due to 'weather'.,hotels,Yes
The app respected my language preference immediately.,apps,No
Brilliant — the ensemble cast spent the film ignoring each other.,movies,Yes
Wonderful — the kids' menu charged adult prices.,restaurants,Yes
Bookmarks are preserved across devices and updates.,apps,No
Wonderful — the big emotional scene had no emotional foundation.,movies,Yes
The cinematography was breathtaking from the first frame.,movies,No
An anniversary note and chocolates were a lovely touch.,hotels,No
The hospital stay was clean and the staff were attentive.,healthcare,No
Fantastic — the AC remote had functions that did nothing.,hotels,Yes
Loved the biopic's version of events that the subject publicly denied.,movies,Yes
The twist recontextualised everything I'd watched in the best way.,movies,No
Brilliant — the auteur film was auteur for 'slow and self-indulgent.',movies,Yes
Fantastic — the waiting room had a single 2014 magazine.,healthcare,Yes
The sourdough bread was made in-house and genuinely excellent.,restaurants,No
Super — the GP referred me to a specialist who doesn't accept my insurance.,healthcare,Yes
Super — the 'seasonal ingredients' included strawberries in January.,restaurants,Yes
Wonderful — the reception insisted my booking didn't exist despite my email.,hotels,Yes
A first feature that showed real command of the craft.,movies,No
Data syncs in real time without any noticeable delay.,apps,No
Swipe gestures are responsive and don't misfire.,apps,No
Fantastic — the heater alternated between 30°C and off.,hotels,Yes
The item was packaged in recycled materials — appreciated.,ecommerce,No
Great — live location sharing shows me 10 miles off.,apps,Yes
Genius idea to remove the feature I used daily.,apps,Yes
The scheduler feature is reliable and sends timely reminders.,apps,No
Themes apply consistently across all app screens.,apps,No
Wonderful — the automated appointment reminder called me at midnight.,healthcare,Yes
Fantastic — the villain had the scariest motivation: nothing.,movies,Yes
I followed up after a month — product still performing well.,ecommerce,No
Great — the flashback scenes had better lighting than the present ones.,movies,Yes
The specialist's letter arrived before my follow-up.,healthcare,No
Super film — the CGI looked like a school project.,movies,Yes
Wonderful — the in-app browser can't copy text.,apps,Yes
Loved the restaurant that apologised for every dish without improving any.,restaurants,Yes
Brilliant — the colour-fade-resistant shirt faded in one wash.,ecommerce,Yes
The late checkout was granted without any additional charge.,hotels,No
Loved the clinic that closed for 'maintenance' without notifying patients.,healthcare,Yes
Loved the pristine bathroom with a broken toilet handle.,hotels,Yes
Staff held my taxi without being asked while I settled the bill.,hotels,No
Such a treat — app hangs every time I scroll.,apps,Yes
The travel clinic had all required vaccines in stock.,healthcare,No
Brilliant — the 'premium' mattress felt like sleeping on a footpath.,ecommerce,Yes
Fantastic — the plot holes were bigger than the screen.,movies,Yes
Offline mode works perfectly for my commute.,apps,No
Loved the clinic's 'award-winning' service that felt award-losing.,healthcare,Yes
Super — the sequel retconned everything that was good.,movies,Yes
Great — the telehealth call dropped three times mid-diagnosis.,healthcare,Yes
The dessert flight was a beautiful end to a multi-course meal.,restaurants,No
Sound quality at this price is genuinely impressive.,ecommerce,No
Fantastic — the 'quiet lunch' turned into a corporate event.,restaurants,Yes
Fantastic — the beef wellington was raw in the centre.,restaurants,Yes
Fantastic — the bill included a dish for a table of 20.,restaurants,Yes
Loved the 'holistic' advice to drink water and go home.,healthcare,Yes
The world-building was immersive and internally consistent.,movies,No
Undo and redo work as expected without data loss.,apps,No
Fantastic — the checkout invoice had charges from rooms I wasn't in.,hotels,Yes
Wine by the glass was generous and well-priced.,restaurants,No
Brilliant — the note I typed for an hour didn't save.,apps,Yes
Brilliant — the consent form was six pages of text in 6pt font.,healthcare,Yes
Just love losing all my progress because of a crash.,apps,Yes
Loved the 'experienced' surgeon who mixed up my file with another patient's.,healthcare,Yes
Loved the honesty bar that charged dishonest prices.,hotels,Yes
Wonderful — the nurse's tone was more frightening than the diagnosis.,healthcare,Yes
The film's perspective was distinctive and fully realised.,movies,No
Great — the 'best steak in town' lost to a frozen supermarket one.,restaurants,Yes
Wonderful — the big emotional scene had no emotional foundation.,movies,Yes
Loved the restaurant that apologised for every dish without improving any.,restaurants,Yes
Great — the pasta was described as al dente and served as mush.,restaurants,Yes
Swipe gestures are responsive and don't misfire.,apps,No
Wonderful — the tablecloth hid the table but not the wobble.,restaurants,Yes
The specialist waited for me to take notes before continuing.,healthcare,No
The scheduler feature is reliable and sends timely reminders.,apps,No
Wonderful — the nutritionist recommended a diet that worsened my condition.,healthcare,Yes
"The biopic was honest about the subject's flaws, which made it credible.",movies,No
The performances felt collaborative rather than competitive.,movies,No
Fantastic — the checkout invoice had charges from rooms I wasn't in.,hotels,Yes
Colour accuracy is great for a monitor at this price.,ecommerce,No
Wonderful — the smell-proof bag made everything smell.,ecommerce,Yes
Packaging was minimal and recyclable.,ecommerce,No
Brilliant — the room mirror was cracked and made me look distorted.,hotels,Yes
Wonderful stay — the AC broke on the hottest night of the year.,hotels,Yes
Great — the flu clinic ran out of vaccines in the first hour.,healthcare,Yes
Wonderful — the new chef somehow made the menu worse.,restaurants,Yes
Two-factor authentication setup was easy and reliable.,apps,No
Brilliant — the assembly instructions were for a different product.,ecommerce,Yes
Brilliant — the 'patented' design was obviously copied.,ecommerce,Yes
The re-watch revealed layers that weren't visible on first viewing.,movies,No
Great — the tapas portions were tapas-sized at main-course prices.,restaurants,Yes
Great — the physio exercises were demonstrated only once and incorrectly.,healthcare,Yes
Seller clarified a compatibility question before I ordered.,ecommerce,No
Wonderful UI — every button is in the wrong place.,apps,Yes
The focus mode works without side effects.,apps,No
The villain's motivation was credible and even sympathetic.,movies,No
Every dish was consistent with its menu description.,restaurants,No
I found a lost item in a drawer and it was returned within the hour.,hotels,No
Love the UI that's completely different on every device.,apps,Yes
The hospital food met my dietary requirements accurately.,healthcare,No
The stand holds steady even on uneven surfaces.,ecommerce,No
Brilliant — enabling Wi-Fi calling disables regular calling.,apps,Yes
Great — the comedy had 45 setup jokes and 0 punchlines.,movies,Yes
The herb garden visible through the window explained the freshness.,restaurants,No
The app remembers my preferences between sessions.,apps,No
The cocktail menu featured local spirits — a nice touch.,hotels,No
Autosave has saved me from losing work on multiple occasions.,apps,No
Brilliant — the cameos were funnier than the film they were in.,movies,Yes
Wonderful — the film's twist worked only if you ignored act one entirely.,movies,Yes
Loved the franchise that explained its mythology by abandoning it.,movies,Yes
Every supporting character felt three-dimensional.,movies,No
Wonderful — the world-building built to nothing.,movies,Yes
Wonderful — the cable lock was opened with a paperclip.,ecommerce,Yes
Views from the room were even better than the photos suggested.,hotels,No
Great — the 'friendly staff' were friendly to everyone except me.,restaurants,Yes
Fantastic — the villain had the scariest motivation: nothing.,movies,Yes
Wonderful — the 'fast shipping' badge meant six-week delivery.,ecommerce,Yes
Super — the eye clinic gave me reading glasses for distance vision.,healthcare,Yes
I extended my stay and was given the same rate.,hotels,No
Every dish was consistent with its menu description.,restaurants,No
The rechargeable version eliminated my battery purchase habit.,ecommerce,No
Loved the gym that required a 45-minute reservation for a treadmill.,hotels,Yes
The film trusted silence more than most — beautifully effective.,movies,No
The room key worked consistently for the entire stay.,hotels,No
Spectacular: the widget on my homescreen disappeared.,apps,Yes
The feedback card led to a genuinely improved experience next visit.,restaurants,No
Brilliant — the twist was telegraphed in the trailer.,movies,Yes
The romantic chemistry was believable from the first scene.,movies,No
Thrilled by the mandatory 5-second ad before a 10-second clip.,apps,Yes
I received a follow-up email to check if I was satisfied.,ecommerce,No
The fish of the day was sustainably sourced and excellent.,restaurants,No
Fantastic — the CGI animals conveyed no emotion despite 10 years of progress.,movies,Yes
"Great app, crashes every single time I open it.",apps,Yes
The adjustable settings make it suitable for all ages.,ecommerce,No
Loved the 3-hour runtime for a 45-minute story.,movies,Yes
Comfortable fit from the first wearing without break-in.,ecommerce,No
The business centre had reliable printing and good Wi-Fi.,hotels,No
"The specials were genuinely special, not just leftover promotions.",restaurants,No
The pool was well-maintained and quieter than expected.,hotels,No
"Wonderful — the clinic said results in two days; two months later, silence.",healthcare,Yes
Fantastic — the 'wireless' device has a mandatory cord.,ecommerce,Yes
Great — the wood-fired pizza had ash as its main topping.,restaurants,Yes
Great — the express checkout still took 40 minutes.,hotels,Yes
Great — the out-of-hours line played hold music and then disconnected.,healthcare,Yes
Wonderful — the 'daily special' was the same for three months.,restaurants,Yes
Every accessory listed in the description was included.,ecommerce,No
The fertility specialist presented all options without pressure.,healthcare,No
Brilliant — the anti-snore device made me snore louder.,ecommerce,Yes
Wonderful — the world-building built to nothing.,movies,Yes
The clinic's layout is accessible for wheelchair users.,healthcare,No
The team remembered my partner's name from a previous visit.,restaurants,No
"The scent is subtle and pleasant, as described.",ecommerce,No
I requested a hypoallergenic room and it was correctly prepared.,hotels,No
Great — the optometrist prescribed lenses that blurred my vision.,healthcare,Yes
My treatment plan was shared digitally for easy reference.,healthcare,No
Loved the UI redesign that hid every useful option.,apps,Yes
The accessibility settings are genuinely useful.,apps,No
Fantastic — the noise from the hallway made sleep impossible.,hotels,Yes
Fantastic — the crowd-pleasing ending pleased no crowd.,movies,Yes
Items ordered separately arrived on the same day.,ecommerce,No
The counsellor's advice was practical and immediately useful.,healthcare,No
The private dining room was set up beautifully for our event.,restaurants,No
Brilliant — the war film's moral was war is bad — revelatory.,movies,Yes
Product does exactly what the description says.,ecommerce,No
The child health nurse was patient and thorough.,healthcare,No
Item arrived two days early and exactly as described.,ecommerce,No
Brilliant — the 'no-reservation needed' place turned away every walk-in.,restaurants,Yes
Test results were shared promptly through the patient portal.,healthcare,No
Wonderful — the 'watercolour' paint dried faster than water.,ecommerce,Yes
The app's size hasn't grown despite feature additions.,apps,No
Checked out in under two minutes using the express lane.,hotels,No
Great — the room service menu was for a different hotel.,hotels,Yes
Loved the 'professional grade' scissors that couldn't cut paper.,ecommerce,Yes
Loved the franchise that explained its mythology by abandoning it.,movies,Yes
Room was spotless and matched every photo on the website.,hotels,No
Great — the vegan cheese contained dairy.,restaurants,Yes
The spa was relaxing and the staff were professional.,hotels,No
Loved being logged out mid-transaction.,apps,Yes
Loved the 'professional chef knife' that bent cutting a tomato.,ecommerce,Yes
Loved the 'fireproof' safe that melted in a small fire.,ecommerce,Yes
Brilliant — the product photo was from a different brand entirely.,ecommerce,Yes
"Great — the dialogue cracked every joke, then explained it.",movies,Yes
Great — the wood-fired pizza had ash as its main topping.,restaurants,Yes
Brilliant — the online booking confirmed a time the clinic was closed.,healthcare,Yes
Loved the 'cosy' booth that sat four people sideways.,restaurants,Yes
Brilliant — the cable organiser created more cable chaos.,ecommerce,Yes
Push notifications are well-timed and relevant.,apps,No
The clinic's app keeps all my health records in one place.,healthcare,No
Super — the waiting area chairs are designed for torture.,healthcare,Yes
Loved the 'urgent care' that took five hours to see me.,healthcare,Yes
The membership discount was applied without any code.,ecommerce,No
Loved the redesign that removed my favourite shortcut.,apps,Yes
Loved the nurse who couldn't locate a vein after six attempts.,healthcare,Yes
Phenomenal engineering — same bug present for two years.,apps,Yes
Fantastic — the 'quiet lunch' turned into a corporate event.,restaurants,Yes
The packaging was easy to open without damaging the item.,ecommerce,No
Wonderful — the time-travel rules changed to suit the plot.,movies,Yes
The family table worked well — kids' and adult food arrived together.,restaurants,No
The vaccine appointment ran efficiently with no queuing.,healthcare,No
Brilliant — the 'Japanese-inspired' ramen was diluted water.,restaurants,Yes
Loved the awards bait that baited no awards.,movies,Yes
Luggage storage was offered immediately at check-in.,hotels,No
The re-watch revealed layers that weren't visible on first viewing.,movies,No
The restaurant's dog-friendly policy was well-organised.,restaurants,No
The ophthalmologist's treatment improved my vision measurably.,healthcare,No
Exceptional app that sends me ads disguised as alerts.,apps,Yes
The production design created a world I believed completely.,movies,No
"Fantastic — the mixologist left to make cocktails, returned with water.",restaurants,Yes
The packaging was easy to open without damaging the item.,ecommerce,No
Wonderful — the film's twist worked only if you ignored act one entirely.,movies,Yes
The hotel's recycling programme was easy for guests to use.,hotels,No
Loved the 'airtight' container that let everything go stale.,ecommerce,Yes
Just love losing all my progress because of a crash.,apps,Yes
The hotel's recommended walking route was scenic and accurate.,hotels,No
Love the random crashes that wipe form submissions.,apps,Yes
Super — the hotel app confirmed my stay in the wrong city.,hotels,Yes
Wonderful — the bedside lamp illuminated only the ceiling.,hotels,Yes
The film balanced its tones — funny and moving in equal measure.,movies,No
Loved the experimental film that experimented with my patience.,movies,Yes
Fantastic — the herb garnish was the freshest thing on the plate.,restaurants,Yes
Installation guide was clear and required no additional tools.,ecommerce,No
The grill temperature was exactly right — steak perfect medium-rare.,restaurants,No
Fantastic — the heater alternated between 30°C and off.,hotels,Yes
Fantastic — the villain had the scariest motivation: nothing.,movies,Yes
Wonderful — the dentist used equipment that should have been sterile.,healthcare,Yes
So smooth — pinch-to-zoom broke with the latest patch.,apps,Yes
The waiter offered a smaller portion of the rich dessert — considerate.,restaurants,No
Brilliant — they charged me for services I never received.,healthcare,Yes
Brilliant — the ensemble cast spent the film ignoring each other.,movies,Yes
The in-room safe was large enough for a laptop.,hotels,No
Super — the patient questionnaire asked for information already on file.,healthcare,Yes
The brunch queue was managed with a text notification system.,restaurants,No
The midwife was calming and communicative throughout.,healthcare,No
So helpful that the FAQ has zero relevant answers.,apps,Yes
Recommendations improve noticeably based on my preferences.,apps,No
Loved the waiter who recommended the most expensive item every time.,restaurants,Yes
Loved the dental chair that broke mid-cleaning.,healthcare,Yes
The colour-blind mode makes the app fully accessible.,apps,No
Great — the film's emotional payoff required remembering a detail from a sequel.,movies,Yes
Great — live location sharing shows me 10 miles off.,apps,Yes
The clinic's online check-in saved me time at reception.,healthcare,No
Super — the rooftop bar had no roof.,hotels,Yes
The developer responded to my App Store review with a helpful fix.,apps,No
Online appointment booking worked smoothly.,healthcare,No
Crash reports are clearly requested and easy to submit.,apps,No
Super — the MRI report was sent to the wrong doctor.,healthcare,Yes
"Express laundry was returned the same evening, neatly pressed.",hotels,No
Super — the premium cable TV had three channels.,hotels,Yes
Loved the signature dish that arrived missing its signature ingredient.,restaurants,Yes
Superb — my saved drafts vanished after the update.,apps,Yes
Loved the turndown service that just moved the pillows.,hotels,Yes
The scheduler feature is reliable and sends timely reminders.,apps,No
Brilliant — the villain's plan required the hero to do nothing.,movies,Yes
Super — the sequel retconned everything that was good.,movies,Yes
Loved the nurse who couldn't locate a vein after six attempts.,healthcare,Yes
Super — the MRI report was sent to the wrong doctor.,healthcare,Yes
Brilliant — the ensemble cast spent the film ignoring each other.,movies,Yes
The kitchen used every part of the vegetable — zero waste cooking.,restaurants,No
A genuinely funny comedy that required zero cringe.,movies,No
Loved being billed for a consultation that never happened.,healthcare,Yes
Great — the update removed the calendar sync I depended on.,apps,Yes
Great — the 'private' room had paper-thin walls.,healthcare,Yes
The film earned its 'based on a true story' label.,movies,No
Great — the 'quiet' mechanical keyboard was heard three rooms away.,ecommerce,Yes
Wonderful — the table had a candle; the food was served cold.,restaurants,Yes
Housekeeping was thorough and left the room immaculate.,hotels,No
Great — my 'limited edition' item is still in stock months later.,ecommerce,Yes
Great — the 'unlimited' brunch had a 40-minute wait per refill.,restaurants,Yes
Great — the 'personalised' gift had someone else's name on it.,ecommerce,Yes
Super — the discharge summary was written in incomprehensible jargon.,healthcare,Yes
Brilliant service — the food arrived before I'd ordered.,restaurants,Yes
Brilliant — the doctor interrupted me every 10 seconds.,healthcare,Yes
Wonderful — the 'plunge pool' was a bucket with a hose.,hotels,Yes
The horror relied on sustained dread rather than shock.,movies,No
The feedback card led to a genuinely improved experience next visit.,restaurants,No
Great — the physiotherapist prescribed exercises that made my injury worse.,healthcare,Yes
"Wonderful — the dietitian told me to eat less, charged me $300.",healthcare,Yes
Wonderful — the butler service averaged 3 hours per request.,hotels,Yes
Great — the room service menu was for a different hotel.,hotels,Yes
The mental health team checked in after my first session.,healthcare,No
The recent redesign improved usability without confusion.,apps,No
Loved the 'turndown service' that woke me up for good.,hotels,Yes
Fantastic — the chef's recommendation was what they needed to use up.,restaurants,Yes
The cocktail menu featured local spirits — a nice touch.,hotels,No
The in-room safe was large enough for a laptop.,hotels,No
The product's folding mechanism is smooth and robust.,ecommerce,No
Brilliant — the comedy relief was the least funny part.,movies,Yes
Product came with a pre-installed battery already charged.,ecommerce,No
Wonderful — the 'ambient lighting' meant I couldn't see my food.,restaurants,Yes
Customer service issued a refund without any argument.,ecommerce,No
Fantastic — the 'scenic route' from reception to room took 20 minutes.,hotels,Yes
Fantastic — the paediatrician's office lost my child's vaccination records.,healthcare,Yes
The receptionist found an earlier slot when one opened.,healthcare,No
The script avoided every cliché the genre usually demands.,movies,No
Loved the restaurant that runs out of ice in August.,restaurants,Yes
Wonderful that in-app purchases vanish after a reinstall.,apps,Yes
Privacy settings are clearly explained and easy to adjust.,apps,No
The documentary changed my understanding of a subject I thought I knew.,movies,No
Loved the 5-star experience that felt firmly 1-star.,hotels,Yes
An anniversary note and chocolates were a lovely touch.,hotels,No
Loved the phone stand that couldn't hold my phone upright.,ecommerce,Yes
Wonderful — the automated appointment reminder called me at midnight.,healthcare,Yes
"Really clean interface, everything is where you'd expect it to be.",apps,No
Wonderful — the reception insisted my booking didn't exist despite my email.,hotels,Yes
The smoking cessation support group was helpful and accessible.,healthcare,No
Loved the precision screwdriver that stripped every screw.,ecommerce,Yes
The urgent care centre triaged me promptly.,healthcare,No
Great — the plumbing woke me at 6am every morning.,hotels,Yes
The nurse clearly explained how to prepare for the procedure.,healthcare,No
The refill is compatible and an exact fit.,ecommerce,No
Loved the 'unexpected' twist that was on every fan forum for a year.,movies,Yes
Brilliant — the fire drill started at 3am on my first night.,hotels,Yes
The seller's thank-you note was a nice personal touch.,ecommerce,No
Great — the star-studded cast was wasted in a thin script.,movies,Yes
Great — the 'no noise after 10pm' policy ignored by the staff themselves.,hotels,Yes
The translation feature accurately handles technical terms.,apps,No
Great acting — the lead delivered every line identically.,movies,Yes
Bookmarks are preserved across devices and updates.,apps,No
The nurse followed my allergy note carefully.,healthcare,No
The app uses storage efficiently — under 100MB total.,apps,No
Loved the 'homemade pasta' with a visible brand label.,restaurants,Yes
Such a pleasure dealing with a 20-step account deletion.,apps,Yes
Fantastic — the waiting room had a single 2014 magazine.,healthcare,Yes
Great — the room service menu was for a different hotel.,hotels,Yes
So glad the tutorial pops up every single time I open the app.,apps,Yes
Great — the plumbing woke me at 6am every morning.,hotels,Yes
I received a follow-up email to check if I was satisfied.,ecommerce,No
Restoring purchases was instant after reinstalling.,apps,No
Loved the five-minute action sequence that rendered 90 minutes pointless.,movies,Yes
Love the 'premium' earbuds that sound like a tin can.,ecommerce,Yes
Views from the room were even better than the photos suggested.,hotels,No
The in-room yoga mat and guide were a useful touch.,hotels,No
So smooth: the swipe gesture triggers the wrong action.,apps,Yes
Loved the tasting menu that required eating things I was told not to eat.,restaurants,Yes
Great — the 'no noise after 10pm' policy ignored by the staff themselves.,hotels,Yes
Super film — the CGI looked like a school project.,movies,Yes
The feedback I gave on the food was acted upon in the same meal.,restaurants,No
The locking mechanism is child-safe yet easy for adults.,ecommerce,No
Custom shortcuts make repeated tasks much quicker.,apps,No
Loved the 5-star experience that felt firmly 1-star.,hotels,Yes
The reservation confirmation was prompt and professional.,restaurants,No
Ingredients were visibly fresh — the salad was outstanding.,restaurants,No
Wonderful — the recommended content is always irrelevant.,apps,Yes
Every scene served a purpose — no filler at any point.,movies,No
The allergy specialist identified the trigger on the first visit.,healthcare,No
The in-room tablet's restaurant guide was current and helpful.,hotels,No
Fantastic — the 'child-friendly' hotel had no activities for children.,hotels,Yes
The film earned its emotional payoff over the full runtime.,movies,No
The kids' club kept my children happily engaged all day.,hotels,No
Super — the dentist recommended four fillings; second opinion said none.,healthcare,Yes
Fantastic — the elevator was out of service on floor 12.,hotels,Yes
Super — the puzzle came with three missing pieces.,ecommerce,Yes
Love waiting in a queue just to open the app.,apps,Yes
Prescription was sent electronically and ready on arrival.,healthcare,No
The physiotherapy plan reduced my pain within two weeks.,healthcare,No
Super — the 'soundproof' room perfectly transmitted the road noise.,hotels,Yes
Super — the reveal made every prior scene retroactively worse.,movies,Yes
Incredible how they broke login with the latest patch.,apps,Yes
Wonderful — every light in the room flickered with the TV.,hotels,Yes
Fantastic — the pharmacy gave me the wrong medication.,healthcare,Yes
Fantastic — the 'relaxed atmosphere' didn't extend to the bill.,restaurants,Yes
Multiple accounts can be managed without confusion.,apps,No
Super — the allergy test results were emailed to the wrong patient.,healthcare,Yes
Super — the bamboo toothbrush arrived without bristles.,ecommerce,Yes
The packaging was sturdy and the product was undamaged.,ecommerce,No
Five stars for freezing my phone consistently.,apps,Yes
My GP coordinates well with my specialists.,healthcare,No
